"","CONUS_EVT","EVT_rules","SCLASS_rules","CONUS_SCLA","CONUS_EVH","CONUS_EVC","LC16_BPS_2","VALUE","COUNT","CONUS_MZ_0","BPS_MODEL","BPS_NAME","EVT_NAME","EVT_LF","EVT_PHYS","COVER","HEIGHT","SCLASS","CHECK"
"270",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,116,161,759,9110,7,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 16 meters","UE",FALSE
"271",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,163,759,6933,71,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 63%","Tree Height = 26 meters","UE",FALSE
"272",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,135,169,759,4704,21,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 69%","Tree Height = 35 meters","UE",FALSE
"273",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,161,759,9852,46,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 25 meters","UE",FALSE
"274",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,137,155,759,4866,3,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 37 meters","UE",FALSE
"275",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,122,160,723,6584,7,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 22 meters","UE",FALSE
"276",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,168,726,6524,136,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 25 meters","UE",FALSE
"277",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,156,723,8320,13,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 24 meters","UE",FALSE
"278",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,129,174,759,5151,48,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 74%","Tree Height = 29 meters","UE",FALSE
"279",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,130,161,750,8212,4,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 30 meters","UE",FALSE
"280",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,160,750,8214,5,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 26 meters","UE",FALSE
"281",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,157,750,8160,5,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 26 meters","UE",FALSE
"282",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,156,759,7549,19,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 27 meters","UE",FALSE
"283",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,118,140,750,6978,3,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 40%","Tree Height = 18 meters","UE",FALSE
"284",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,156,723,7356,12,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 20 meters","UE",FALSE
"285",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,131,160,759,5298,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 31 meters","UE",FALSE
"286",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,156,759,6664,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 26 meters","UE",FALSE
"287",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,133,164,759,4744,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 64%","Tree Height = 33 meters","UE",FALSE
"288",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,119,147,726,7054,43,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 19 meters","UE",FALSE
"289",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,131,163,759,4745,20,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 63%","Tree Height = 31 meters","UE",FALSE
"290",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,153,723,8680,7,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 25 meters","UE",FALSE
"291",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,132,169,759,4867,37,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 69%","Tree Height = 32 meters","UE",FALSE
"292",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,158,723,7300,13,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 27 meters","UE",FALSE
"293",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,159,759,5058,33,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 26 meters","UE",FALSE
"294",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,157,723,7911,10,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 27 meters","UE",FALSE
"295",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,130,162,724,7704,69,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 30 meters","UE",FALSE
"296",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,131,162,759,6488,22,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 31 meters","UE",FALSE
"297",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,130,154,759,6612,14,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 30 meters","UE",FALSE
"298",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,122,161,759,5490,38,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 22 meters","UE",FALSE
"299",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,159,726,5608,117,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 23 meters","UE",FALSE
"300",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,121,174,726,6686,44,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 74%","Tree Height = 21 meters","UE",FALSE
"301",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,128,155,759,4817,10,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 28 meters","UE",FALSE
"302",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,160,723,8191,15,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 25 meters","UE",FALSE
"303",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,149,759,7302,19,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 26 meters","UE",FALSE
"304",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,157,723,8496,12,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 25 meters","UE",FALSE
"305",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,162,723,8440,11,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 26 meters","UE",FALSE
"306",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,167,726,6631,158,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 67%","Tree Height = 25 meters","UE",FALSE
"307",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,119,146,759,5007,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 19 meters","UE",FALSE
"308",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,146,759,3783,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 26 meters","UE",FALSE
"309",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,122,146,750,6919,5,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 22 meters","UE",FALSE
"310",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,158,759,8723,37,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 24 meters","UE",FALSE
"311",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,166,759,7357,64,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 66%","Tree Height = 26 meters","UE",FALSE
"312",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,160,721,9111,5,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 26 meters","UE",FALSE
"313",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,117,145,750,4921,1,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 17 meters","UE",FALSE
"314",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,174,759,7623,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 74%","Tree Height = 25 meters","UE",FALSE
"315",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,154,723,8878,10,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 23 meters","UE",FALSE
"316",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,132,157,721,8957,2,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 32 meters","UE",FALSE
"317",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,149,723,7482,9,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 24 meters","UE",FALSE
"318",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,133,173,759,6489,40,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 73%","Tree Height = 33 meters","UE",FALSE
"319",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,174,759,6447,35,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 74%","Tree Height = 26 meters","UE",FALSE
"320",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,128,159,759,7659,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 28 meters","UE",FALSE
"321",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,122,155,726,4788,86,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 22 meters","UE",FALSE
"322",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,121,150,723,7967,14,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 21 meters","UE",FALSE
"323",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,124,153,759,7086,23,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 24 meters","UE",FALSE
"324",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,107,127,750,7675,14,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 27%","Tree Height = 7 meters","UE",FALSE
"325",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,106,139,750,4354,18,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 39%","Tree Height = 6 meters","UE",FALSE
"326",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,112,129,750,8817,22,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 29%","Tree Height = 12 meters","UE",FALSE
"327",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,118,142,750,5712,110,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 18 meters","UE",FALSE
"328",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,133,156,726,8321,12,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 33 meters","UE",FALSE
"329",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,115,136,750,7744,47,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 15 meters","UE",FALSE
"330",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,114,131,750,3697,20,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 31%","Tree Height = 14 meters","UE",FALSE
"331",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,112,141,750,8572,58,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 12 meters","UE",FALSE
"332",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,106,125,726,9790,3,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 25%","Tree Height = 6 meters","UE",FALSE
"333",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,125,144,750,9579,34,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 25 meters","UE",FALSE
"334",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,136,156,759,4778,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 36 meters","UE",FALSE
"335",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,127,164,750,6215,53,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 64%","Tree Height = 27 meters","UE",FALSE
"336",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,136,161,759,6313,4,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 36 meters","UE",FALSE
"337",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,105,139,750,3800,12,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 39%","Tree Height = 5 meters","UE",FALSE
"338",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,106,136,750,6602,15,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 6 meters","UE",FALSE
"339",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,119,155,750,8249,71,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 19 meters","UE",FALSE
"340",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,119,150,750,8057,58,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 19 meters","UE",FALSE
"341",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,136,158,759,5579,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 36 meters","UE",FALSE
"342",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,125,151,750,7786,58,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 25 meters","UE",FALSE
"343",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,111,132,759,7087,3,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 32%","Tree Height = 11 meters","UE",FALSE
"344",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,126,160,723,9156,7,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 26 meters","UE",FALSE
"345",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,124,170,726,9570,28,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 70%","Tree Height = 24 meters","UE",FALSE
"346",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,115,144,723,8914,7,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 15 meters","UE",FALSE
"347",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,122,146,759,4666,16,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 22 meters","UE",FALSE
"348",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,111,118,750,8297,1,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 18%","Tree Height = 11 meters","UE",FALSE
"349",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,116,142,750,5763,76,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 16 meters","UE",FALSE
"350",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,114,135,750,6555,35,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 35%","Tree Height = 14 meters","UE",FALSE
"351",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,133,169,750,9313,21,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 69%","Tree Height = 33 meters","UE",FALSE
"352",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,125,168,750,6182,61,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 25 meters","UE",FALSE
"353",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,115,144,750,6667,89,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 15 meters","UE",FALSE
"354",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,133,155,726,6771,14,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 33 meters","UE",FALSE
"355",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,124,148,723,7355,8,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 24 meters","UE",FALSE
"356",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,107,144,750,8571,17,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 7 meters","UE",FALSE
"357",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,127,166,759,7085,18,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 66%","Tree Height = 27 meters","UE",FALSE
"358",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,119,142,759,6436,6,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 19 meters","UE",FALSE
"359",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,123,161,759,8031,21,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 23 meters","UE",FALSE
"360",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,115,141,750,6710,62,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 15 meters","UE",FALSE
"361",7922,"Western Cool Temperate Developed Ruderal Mixed Forest","Developed",7,132,168,759,6819,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Mixed Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 32 meters","UE",FALSE
